scenario_id,frame_idx,timestamp,ego_speed_ms,vru_distance_m,lighting,weather,road_condition,prism_score,prism_tier,top_factor,static_cue,adaptive_cue,under_warning,lead_time_s
prism_ar_emergency_0000,36,3.6,12.657494516534312,7.978364179360453,night,rain,wet,57.4700039411534,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0000,37,3.7,12.657494516534312,6.741925313800416,night,rain,wet,55.11764828189105,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0000,38,3.8,12.657494516534312,5.53574998304771,night,rain,wet,52.09478815232917,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0000,39,3.9,12.657494516534312,4.384884011276895,night,rain,wet,48.22434917569032,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,0,0.0,12.86063500778732,55.79418642858356,night,rain,wet,80.28620791320475,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,1,0.1,12.86063500778732,54.47234612385157,night,rain,wet,79.99672056373495,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,2,0.2,12.86063500778732,53.150564572521695,night,rain,wet,79.69734531117368,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,3,0.3,12.86063500778732,51.828846269725794,night,rain,wet,79.38774590251681,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,4,0.4,12.86063500778732,50.50719618089984,night,rain,wet,79.0675748275205,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,5,0.5,12.86063500778732,49.185619804907375,night,rain,wet,78.73647295892987,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,6,0.6,12.86063500778732,47.864123247604276,night,rain,wet,78.39406917874557,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,7,0.7,12.86063500778732,46.542713307915,night,rain,wet,78.03997998658924,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,8,0.8,12.86063500778732,45.221397578974106,night,rain,wet,77.67380908370602,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,9,0.9,12.86063500778732,43.900184567499075,night,rain,wet,77.29514692211433,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,10,1.0,12.86063500778732,42.579083835344356,night,rain,wet,76.90357020202173,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,11,1.1,12.86063500778732,41.25810616819492,night,rain,wet,76.49864129053283,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,12,1.2,12.86063500778732,39.93726377766465,night,rain,wet,76.07990751880187,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,13,1.3,12.86063500778732,38.616570544773225,night,rain,wet,75.64690028988662,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,14,1.4,12.86063500778732,37.29604231502441,night,rain,wet,75.19913389061684,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,15,1.5,12.86063500778732,35.9756972582978,night,rain,wet,74.73610383998992,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,16,1.6,12.86063500778732,34.655556310774486,night,rain,wet,74.25728451185034,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,17,1.7,12.86063500778732,33.33564372154508,night,rain,wet,73.76212562215343,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,18,1.8,12.86063500778732,32.015987733978726,night,rain,wet,73.25004694196828,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,19,1.9,12.86063500778732,30.696621442216166,night,rain,wet,72.72043024174604,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,20,2.0,12.86063500778732,29.377583877561058,night,rain,wet,72.17260692117864,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,21,2.1,12.86063500778732,28.05892140000229,night,rain,wet,71.6058389258264,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,22,2.2,12.86063500778732,26.740689499559256,night,rain,wet,71.0192892332039,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,23,2.3,12.86063500778732,25.422955155216158,night,rain,wet,70.41197615696836,silent,trajectory,advisory,silent,0,0.0
prism_ar_emergency_0001,24,2.4,12.86063500778732,24.105799963253375,night,rain,wet,69.78270258660217,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,25,2.5,12.86063500778732,22.789324343749243,night,rain,wet,69.12994647257258,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,26,2.6,12.86063500778732,21.473653283798225,night,rain,wet,68.45169151185888,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,27,2.7,12.86063500778732,20.1589443124613,night,rain,wet,67.74516578863923,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,28,2.8,12.86063500778732,18.845398784982354,night,rain,wet,67.00643918163868,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,29,2.9,12.86063500778732,17.533278189462298,night,rain,wet,66.22980496253336,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,30,3.0,12.86063500778732,16.222928277752295,night,rain,wet,65.40683352338777,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,31,3.1,12.86063500778732,14.914815750557462,night,rain,wet,64.52493211781191,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,32,3.2,12.86063500778732,13.609585775218138,night,rain,wet,63.56516975675387,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,33,3.3,12.86063500778732,12.308155434707666,night,rain,wet,62.49903138834616,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,34,3.4,12.86063500778732,11.011871982945902,night,rain,wet,61.28366824284737,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,35,3.5,12.86063500778732,9.722794251891534,night,rain,wet,59.85518649048769,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,36,3.6,12.86063500778732,8.44422291820878,night,rain,wet,58.119814332967714,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,37,3.7,12.86063500778732,7.181771539957999,night,rain,wet,55.944210201491494,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,38,3.8,12.86063500778732,5.945717227034939,night,rain,wet,53.15134121843694,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_emergency_0001,39,3.9,12.86063500778732,4.75668302155299,night,rain,wet,49.54619590751971,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_intervention_0002,0,0.0,7.350683756620239,36.59891595546452,dusk,clear,dry,88.24106399070625,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,1,0.1,7.350683756620239,35.840573709031496,dusk,clear,dry,88.00673439036336,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,2,0.2,7.350683756620239,35.08234052600944,dusk,clear,dry,87.76430326868216,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,3,0.3,7.350683756620239,34.32422363413702,dusk,clear,dry,87.51349049869216,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,4,0.4,7.350683756620239,33.56623091296695,dusk,clear,dry,87.25400564608618,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,5,0.5,7.350683756620239,32.808370968885164,dusk,clear,dry,86.98554734891168,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,6,0.6,7.350683756620239,32.05065322071232,dusk,clear,dry,86.70780258990123,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,7,0.7,7.350683756620239,31.293087997666962,dusk,clear,dry,86.42044583195042,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,8,0.8,7.350683756620239,30.535686651819386,dusk,clear,dry,86.12313797875818,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,9,0.9,7.350683756620239,29.778461687593506,dusk,clear,dry,85.81552511173987,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,10,1.0,7.350683756620239,29.021426911402017,dusk,clear,dry,85.4972369403315,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,11,1.1,7.350683756620239,28.264597605153085,dusk,clear,dry,85.16788488487138,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,12,1.2,7.350683756620239,27.507990728179383,dusk,clear,dry,84.82705968829005,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,13,1.3,7.350683756620239,26.75162515315624,dusk,clear,dry,84.474328423488,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,14,1.4,7.350683756620239,25.995521942853188,dusk,clear,dry,84.10923072580725,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,15,1.5,7.350683756620239,25.239704676179212,dusk,clear,dry,83.73127403223474,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,16,1.6,7.350683756620239,24.484199834038385,dusk,clear,dry,83.33992754819964,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,17,1.7,7.350683756620239,23.72903725814659,dusk,clear,dry,82.93461458566725,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,18,1.8,7.350683756620239,22.974250699356748,dusk,clear,dry,82.51470281852896,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,19,1.9,7.350683756620239,22.219878476451672,dusk,clear,dry,82.07949187795482,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,20,2.0,7.350683756620239,21.46596427213713,dusk,clear,dry,81.62819755528258,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,21,2.1,7.350683756620239,20.712558100583724,dusk,clear,dry,81.15993168590964,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,22,2.2,7.350683756620239,19.959717490997875,dusk,clear,dry,80.67367654616953,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,23,2.3,7.350683756620239,19.207508945301516,dusk,clear,dry,80.16825229706485,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,24,2.4,7.350683756620239,18.45600974642759,dusk,clear,dry,79.64227564446118,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,25,2.5,7.350683756620239,17.705310218960406,dusk,clear,dry,79.0941074463925,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,26,2.6,7.350683756620239,16.955516578742706,dusk,clear,dry,78.52178647947224,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,27,2.7,7.350683756620239,16.206754556894328,dusk,clear,dry,77.9229459811809,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,28,2.8,7.350683756620239,15.459174052833887,dusk,clear,dry,77.29470893268133,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,29,2.9,7.350683756620239,14.712955170094524,dusk,clear,dry,76.633557388854,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,30,3.0,7.350683756620239,13.968316133006551,dusk,clear,dry,75.93517060715656,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,31,3.1,7.350683756620239,13.225523795260903,dusk,clear,dry,75.19422648734167,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,32,3.2,7.350683756620239,12.484907770561016,dusk,clear,dry,74.40416130855797,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,33,3.3,7.350683756620239,11.746879701981227,dusk,clear,dry,73.55688466935358,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,34,3.4,7.350683756620239,11.011959940865365,dusk,clear,dry,72.64245122430326,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,35,3.5,7.350683756620239,10.28081509699643,dusk,clear,dry,71.64870066340289,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,36,3.6,7.350683756620239,9.55431183764886,dusk,clear,dry,70.56089673402019,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0002,37,3.7,7.350683756620239,8.833595453519813,dusk,clear,dry,69.3614328453202,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_intervention_0002,38,3.8,7.350683756620239,8.1202069490165,dusk,clear,dry,68.02974031205615,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_intervention_0002,39,3.9,7.350683756620239,7.416261286272692,dusk,clear,dry,66.54266183171487,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_intervention_0003,0,0.0,8.417823523184566,40.40737469234793,dusk,clear,dry,87.85469040989138,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,1,0.1,8.417823523184566,39.540034956235836,dusk,clear,dry,87.60677533587155,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,2,0.2,8.417823523184566,38.67278941868953,dusk,clear,dry,87.35028178061461,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,3,0.3,8.417823523184566,37.80564456233566,dusk,clear,dry,87.08491420015811,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,4,0.4,8.417823523184566,36.93860747773819,dusk,clear,dry,86.8103666665931,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,5,0.5,8.417823523184566,36.07168593626548,dusk,clear,dry,86.52632236517763,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,6,0.6,8.417823523184566,35.20488847367836,dusk,clear,dry,86.23245301412497,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,7,0.7,8.417823523184566,34.338224486322694,dusk,clear,dry,85.92841818277752,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,8,0.8,8.417823523184566,33.471704342197036,dusk,clear,dry,85.61386447561532,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,9,0.9,8.417823523184566,32.605339509644956,dusk,clear,dry,85.28842453850707,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,10,1.0,8.417823523184566,31.739142707016807,dusk,clear,dry,84.95171582887471,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,11,1.1,8.417823523184566,30.87312807739026,dusk,clear,dry,84.6033390717877,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,12,1.2,8.417823523184566,30.007311393373932,dusk,clear,dry,84.24287629781948,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,13,1.3,8.417823523184566,29.14171029820104,dusk,clear,dry,83.86988832364798,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,14,1.4,8.417823523184566,28.27634459082441,dusk,clear,dry,83.48391149005299,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,15,1.5,8.417823523184566,27.41123656465018,dusk,clear,dry,83.08445341044515,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,16,1.6,8.417823523184566,26.54641141203056,dusk,clear,dry,82.67098740148788,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,17,1.7,8.417823523184566,25.681897709860905,dusk,clear,dry,82.24294515937154,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,18,1.8,8.417823523184566,24.81772800584559,dusk,clear,dry,81.79970710256232,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,19,1.9,8.417823523184566,23.953939530563815,dusk,clear,dry,81.34058961359905,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,20,2.0,8.417823523184566,23.090575067873125,dusk,clear,dry,80.86482816486564,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,21,2.1,8.417823523184566,22.227684026134202,dusk,clear,dry,80.37155498848153,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,22,2.2,8.417823523184566,21.36532376622551,dusk,clear,dry,79.85976952612413,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,23,2.3,8.417823523184566,20.503561260791273,dusk,clear,dry,79.3282993428906,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,24,2.4,8.417823523184566,19.642475184757195,dusk,clear,dry,78.77574847645067,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,25,2.5,8.417823523184566,18.78215857301777,dusk,clear,dry,78.20042927925672,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,26,2.6,8.417823523184566,17.922722232115543,dusk,clear,dry,77.60027265410051,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,27,2.7,8.417823523184566,17.06429916599431,dusk,clear,dry,76.97271013975882,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,28,2.8,8.417823523184566,16.20705038287167,dusk,clear,dry,76.31451954474898,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,29,2.9,8.417823523184566,15.351172608915856,dusk,clear,dry,75.62162376155158,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,30,3.0,8.417823523184566,14.496908673711012,dusk,clear,dry,74.8888301152167,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,31,3.1,8.417823523184566,13.644561700124633,dusk,clear,dry,74.1094953843279,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,32,3.2,8.417823523184566,12.79451480723281,dusk,clear,dry,73.275100120366,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,33,3.3,8.417823523184566,11.947258957011542,dusk,clear,dry,72.37471645232856,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,34,3.4,8.417823523184566,11.103433085703124,dusk,clear,dry,71.39435900283519,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,35,3.5,8.417823523184566,10.263883195987875,dusk,clear,dry,70.3162245168393,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0003,36,3.6,8.417823523184566,9.429751454968416,dusk,clear,dry,69.11786368332316,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_intervention_0003,37,3.7,8.417823523184566,8.602614080236139,dusk,clear,dry,67.77141137375868,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_intervention_0003,38,3.8,8.417823523184566,7.784700880180074,dusk,clear,dry,66.2431759018624,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_intervention_0003,39,3.9,8.417823523184566,6.979255608134505,dusk,clear,dry,64.49424989088644,advisory,trajectory,advisory,advisory,0,0.0
prism_ar_intervention_0004,0,0.0,5.553736359210656,27.189375229649283,day,clear,dry,92.97174476451161,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,1,0.1,5.553736359210656,26.613828451324906,day,clear,dry,92.72787440449272,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,2,0.2,5.553736359210656,26.038424746320523,day,clear,dry,92.47546101163057,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,3,0.3,5.553736359210656,25.463173813929867,day,clear,dry,92.214181551834,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,4,0.4,5.553736359210656,24.888086247487404,day,clear,dry,91.94369528190795,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,5,0.5,5.553736359210656,24.313173639442876,day,clear,dry,91.6636416912467,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,6,0.6,5.553736359210656,23.73844870155565,day,clear,dry,91.37363806493246,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,7,0.7,5.553736359210656,23.163925402799048,day,clear,dry,91.07327659166727,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,8,0.8,5.553736359210656,22.589619128082923,day,clear,dry,90.7621209246469,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,9,0.9,5.553736359210656,22.01554686153904,day,clear,dry,90.43970208524766,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,10,1.0,5.553736359210656,21.441727398900348,day,clear,dry,90.10551357774257,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,11,1.1,5.553736359210656,20.868181594481275,day,clear,dry,89.75900555763567,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,12,1.2,5.553736359210656,20.29493264948423,day,clear,dry,89.39957786599012,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,13,1.3,5.553736359210656,19.722006449885264,day,clear,dry,89.02657170667678,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,14,1.4,5.553736359210656,19.149431964079024,day,clear,dry,88.63925970212185,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,15,1.5,5.553736359210656,18.57724171290851,day,clear,dry,88.2368340152631,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,16,1.6,5.553736359210656,18.00547232782648,day,clear,dry,87.81839217053172,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,17,1.7,5.553736359210656,17.434165216946383,day,clear,dry,87.38292014452453,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,18,1.8,5.553736359210656,16.863367363928297,day,clear,dry,86.92927222785849,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,19,1.9,5.553736359210656,16.293132291403698,day,clear,dry,86.4561470845658,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,20,2.0,5.553736359210656,15.723521229512247,day,clear,dry,85.96205935670625,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,21,2.1,5.553736359210656,15.154604541855377,day,clear,dry,85.44530608422734,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,22,2.2,5.553736359210656,14.586463476815954,day,clear,dry,84.9039271415158,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,23,2.3,5.553736359210656,14.019192333237628,day,clear,dry,84.33565884598468,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,24,2.4,5.553736359210656,13.452901158021358,day,clear,dry,83.73787989229596,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,25,2.5,5.553736359210656,12.887719132338232,day,clear,dry,83.10754884346987,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,26,2.6,5.553736359210656,12.323798857330571,day,clear,dry,82.44113262280027,silent,trajectory,advisory,silent,0,0.0
prism_ar_intervention_0004,27,2.7,5.553736359210656,11.761321825934722,day,clear,dry,81.73452588601761,silent,trajectory,advisory,silent,0,0.0
